# LankaGlyphset rename report
# generated: 2026-06-11T08:53:46
# font: /tmp/AbhayaLibre.glyphs
# DRY_RUN: True
# total glyphs: 1203
# status counts: {'unchanged': 107, 'renamed': 701, 'skip': 388, 'ambiguous': 7}
# renamed but NOT in canonical YAML set (flagged): 386
# ambiguous (left untouched): 7
# feature-code replacements: {'classes': 0, 'featurePrefixes': 1779, 'features': 200} (total 1979)
#   featurePrefixes 'p1': 1779
#   features 'f0': 188
#   features 'f27': 12
#
old_name	new_name	status	in_standard	note
t	t	skip		not a Sinhala (-sinh) glyph
tcaron	tcaron	skip		not a Sinhala (-sinh) glyph
u	u	skip		not a Sinhala (-sinh) glyph
uacute	uacute	skip		not a Sinhala (-sinh) glyph
ucircumflex	ucircumflex	skip		not a Sinhala (-sinh) glyph
udieresis	udieresis	skip		not a Sinhala (-sinh) glyph
ugrave	ugrave	skip		not a Sinhala (-sinh) glyph
uhungarumlaut	uhungarumlaut	skip		not a Sinhala (-sinh) glyph
umacron	umacron	skip		not a Sinhala (-sinh) glyph
uni0123	uni0123	skip		not a Sinhala (-sinh) glyph
uni0137	uni0137	skip		not a Sinhala (-sinh) glyph
uni013C	uni013C	skip		not a Sinhala (-sinh) glyph
uni0146	uni0146	skip		not a Sinhala (-sinh) glyph
uni0157	uni0157	skip		not a Sinhala (-sinh) glyph
uni015F	uni015F	skip		not a Sinhala (-sinh) glyph
uni0163	uni0163	skip		not a Sinhala (-sinh) glyph
uni0219	uni0219	skip		not a Sinhala (-sinh) glyph
uni021B	uni021B	skip		not a Sinhala (-sinh) glyph
uogonek	uogonek	skip		not a Sinhala (-sinh) glyph
uring	uring	skip		not a Sinhala (-sinh) glyph
v	v	skip		not a Sinhala (-sinh) glyph
w	w	skip		not a Sinhala (-sinh) glyph
x	x	skip		not a Sinhala (-sinh) glyph
y	y	skip		not a Sinhala (-sinh) glyph
yacute	yacute	skip		not a Sinhala (-sinh) glyph
ydieresis	ydieresis	skip		not a Sinhala (-sinh) glyph
z	z	skip		not a Sinhala (-sinh) glyph
zacute	zacute	skip		not a Sinhala (-sinh) glyph
zcaron	zcaron	skip		not a Sinhala (-sinh) glyph
zdotaccent	zdotaccent	skip		not a Sinhala (-sinh) glyph
f_f	f_f	skip		not a Sinhala (-sinh) glyph
f_f_i	f_f_i	skip		not a Sinhala (-sinh) glyph
f_f_l	f_f_l	skip		not a Sinhala (-sinh) glyph
fi	fi	skip		not a Sinhala (-sinh) glyph
fl	fl	skip		not a Sinhala (-sinh) glyph
ordfeminine	ordfeminine	skip		not a Sinhala (-sinh) glyph
ordmasculine	ordmasculine	skip		not a Sinhala (-sinh) glyph
pi	pi	skip		not a Sinhala (-sinh) glyph
a-taml	a-taml	unchanged	n/a	Tamil base vowel
aa-taml	aa-taml	unchanged	n/a	Tamil base vowel
i-taml	i-taml	unchanged	n/a	Tamil base vowel
ii-taml	ii-taml	unchanged	n/a	Tamil base vowel
u-taml	u-taml	unchanged	n/a	Tamil base vowel
uu-taml	uu-taml	unchanged	n/a	Tamil base vowel
e-taml	e-taml	unchanged	n/a	Tamil base vowel
ee-taml	ee-taml	unchanged	n/a	Tamil base vowel
ai-taml	ai-taml	unchanged	n/a	Tamil base vowel
o-taml	o-taml	unchanged	n/a	Tamil base vowel
oo-taml	oo-taml	unchanged	n/a	Tamil base vowel
au-taml	au-taml	unchanged	n/a	Tamil base vowel
ka-taml	ka-taml	unchanged	n/a	Tamil base consonant
nga-taml	nga-taml	unchanged	n/a	Tamil base consonant
ca-taml	ca-taml	unchanged	n/a	Tamil base consonant
ja-taml	ja-taml	unchanged	n/a	Tamil base consonant
nya-taml	nya-taml	unchanged	n/a	Tamil base consonant
tta-taml	tta-taml	unchanged	n/a	Tamil base consonant
nna-taml	nna-taml	unchanged	n/a	Tamil base consonant
ta-taml	ta-taml	unchanged	n/a	Tamil base consonant
na-taml	na-taml	unchanged	n/a	Tamil base consonant
nna2-taml	nna2-taml	ambiguous	n/a	Tamil nna2 (U+0BA9) form: flagged for manual naming
pa-taml	pa-taml	unchanged	n/a	Tamil base consonant
ma-taml	ma-taml	unchanged	n/a	Tamil base consonant
ya-taml	ya-taml	unchanged	n/a	Tamil base consonant
ra-taml	ra-taml	unchanged	n/a	Tamil base consonant
rra-taml	rra-taml	unchanged	n/a	Tamil base consonant
la-taml	la-taml	unchanged	n/a	Tamil base consonant
lla-taml	lla-taml	unchanged	n/a	Tamil base consonant
zha-taml	zha-taml	unchanged	n/a	Tamil base consonant
va-taml	va-taml	unchanged	n/a	Tamil base consonant
sha-taml	sha-taml	unchanged	n/a	Tamil base consonant
ssa-taml	ssa-taml	unchanged	n/a	Tamil base consonant
sa-taml	sa-taml	unchanged	n/a	Tamil base consonant
ha-taml	ha-taml	unchanged	n/a	Tamil base consonant
om-taml	om-taml	unchanged	n/a	Tamil base/symbol glyph
visarga-taml	visargaya-taml	renamed	n/a	Tamil sign/symbol
oneArchaic-sinhala	archaicone-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
twoArchaic-sinhala	archaictwo-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
threeArchaic-sinhala	archaicthree-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
fourArchaic-sinhala	archaicfour-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
fiveArchaic-sinhala	archaicfive-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
sixArchaic-sinhala	archaicsix-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
sevenArchaic-sinhala	archaicseven-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
eightArchaic-sinhala	archaiceight-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
nineArchaic-sinhala	archaicnine-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
tenArchaic-sinhala	archaicten-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
twentyArchaic-sinhala	archaictwenty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
thirtyArchaic-sinhala	archaicthirty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
fortyArchaic-sinhala	archaicforty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
fiftyArchaic-sinhala	archaicfifty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
sixtyArchaic-sinhala	archaicsixty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
seventyArchaic-sinhala	archaicseventy-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
eightyArchaic-sinhala	archaiceighty-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
ninetyArchaic-sinhala	archaicninety-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
onehundredArchaic-sinhala	archaiconehundred-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
onethousandArchaic-sinhala	archaiconethousand-sinh	renamed	True	archaic numeral namespace -sinhala->-sinh
sinEight_Zerolith	sinEight_Zerolith	skip		not a Sinhala (-sinh) glyph
sinFive_Zerolith	sinFive_Zerolith	skip		not a Sinhala (-sinh) glyph
sinFour_Zerolith	sinFour_Zerolith	skip		not a Sinhala (-sinh) glyph
sinNine_Zerolith	sinNine_Zerolith	skip		not a Sinhala (-sinh) glyph
sinOne_Zerolith	sinOne_Zerolith	skip		not a Sinhala (-sinh) glyph
sinSeven_Zerolith	sinSeven_Zerolith	skip		not a Sinhala (-sinh) glyph
sinSix_Zerolith	sinSix_Zerolith	skip		not a Sinhala (-sinh) glyph
sinThree_Zerolith	sinThree_Zerolith	skip		not a Sinhala (-sinh) glyph
sinTwo_Zerolith	sinTwo_Zerolith	skip		not a Sinhala (-sinh) glyph
sinZerolith	sinZerolith	skip		not a Sinhala (-sinh) glyph
sinOnelith	sinOnelith	skip		not a Sinhala (-sinh) glyph
sinTwolith	sinTwolith	skip		not a Sinhala (-sinh) glyph
sinThreelith	sinThreelith	skip		not a Sinhala (-sinh) glyph
sinFourlith	sinFourlith	skip		not a Sinhala (-sinh) glyph
sinFivelith	sinFivelith	skip		not a Sinhala (-sinh) glyph
sinSixlith	sinSixlith	skip		not a Sinhala (-sinh) glyph
sinSevenlith	sinSevenlith	skip		not a Sinhala (-sinh) glyph
sinEightlith	sinEightlith	skip		not a Sinhala (-sinh) glyph
sinNinelith	sinNinelith	skip		not a Sinhala (-sinh) glyph
ten-taml	ten-taml	unchanged	n/a	Tamil base/symbol glyph
hundred-taml	hundred-taml	unchanged	n/a	Tamil base/symbol glyph
thousand-taml	thousand-taml	unchanged	n/a	Tamil base/symbol glyph
zero-taml	zero-taml	unchanged	n/a	Tamil base/symbol glyph
one-taml	one-taml	unchanged	n/a	Tamil base/symbol glyph
two-taml	two-taml	unchanged	n/a	Tamil base/symbol glyph
three-taml	three-taml	unchanged	n/a	Tamil base/symbol glyph
four-taml	four-taml	unchanged	n/a	Tamil base/symbol glyph
five-taml	five-taml	unchanged	n/a	Tamil base/symbol glyph
six-taml	six-taml	unchanged	n/a	Tamil base/symbol glyph
seven-taml	seven-taml	unchanged	n/a	Tamil base/symbol glyph
eight-taml	eight-taml	unchanged	n/a	Tamil base/symbol glyph
nine-taml	nine-taml	unchanged	n/a	Tamil base/symbol glyph
zero	zero	skip		not a Sinhala (-sinh) glyph
one	one	skip		not a Sinhala (-sinh) glyph
two	two	skip		not a Sinhala (-sinh) glyph
three	three	skip		not a Sinhala (-sinh) glyph
four	four	skip		not a Sinhala (-sinh) glyph
five	five	skip		not a Sinhala (-sinh) glyph
six	six	skip		not a Sinhala (-sinh) glyph
seven	seven	skip		not a Sinhala (-sinh) glyph
eight	eight	skip		not a Sinhala (-sinh) glyph
nine	nine	skip		not a Sinhala (-sinh) glyph
zero.tf	zero.tf	skip		not a Sinhala (-sinh) glyph
one.tf	one.tf	skip		not a Sinhala (-sinh) glyph
two.tf	two.tf	skip		not a Sinhala (-sinh) glyph
three.tf	three.tf	skip		not a Sinhala (-sinh) glyph
four.tf	four.tf	skip		not a Sinhala (-sinh) glyph
five.tf	five.tf	skip		not a Sinhala (-sinh) glyph
six.tf	six.tf	skip		not a Sinhala (-sinh) glyph
seven.tf	seven.tf	skip		not a Sinhala (-sinh) glyph
eight.tf	eight.tf	skip		not a Sinhala (-sinh) glyph
nine.tf	nine.tf	skip		not a Sinhala (-sinh) glyph
zero.numr	zero.numr	skip		not a Sinhala (-sinh) glyph
one.numr	one.numr	skip		not a Sinhala (-sinh) glyph
two.numr	two.numr	skip		not a Sinhala (-sinh) glyph
three.numr	three.numr	skip		not a Sinhala (-sinh) glyph
four.numr	four.numr	skip		not a Sinhala (-sinh) glyph
five.numr	five.numr	skip		not a Sinhala (-sinh) glyph
six.numr	six.numr	skip		not a Sinhala (-sinh) glyph
seven.numr	seven.numr	skip		not a Sinhala (-sinh) glyph
eight.numr	eight.numr	skip		not a Sinhala (-sinh) glyph
nine.numr	nine.numr	skip		not a Sinhala (-sinh) glyph
fraction	fraction	skip		not a Sinhala (-sinh) glyph
onehalf	onehalf	skip		not a Sinhala (-sinh) glyph
onequarter	onequarter	skip		not a Sinhala (-sinh) glyph
threequarters	threequarters	skip		not a Sinhala (-sinh) glyph
onesuperior	onesuperior	skip		not a Sinhala (-sinh) glyph
twosuperior	twosuperior	skip		not a Sinhala (-sinh) glyph
threesuperior	threesuperior	skip		not a Sinhala (-sinh) glyph
space	space	skip		not a Sinhala (-sinh) glyph
nbspace	nbspace	skip		not a Sinhala (-sinh) glyph
zerowidthnonjoiner	zerowidthnonjoiner	skip		not a Sinhala (-sinh) glyph
zerowidthjoiner	zerowidthjoiner	skip		not a Sinhala (-sinh) glyph
.notdef	.notdef	skip		not a Sinhala (-sinh) glyph
CR	CR	skip		not a Sinhala (-sinh) glyph
NULL	NULL	skip		not a Sinhala (-sinh) glyph
uni0964	uni0964	skip		not a Sinhala (-sinh) glyph
uni0965	uni0965	skip		not a Sinhala (-sinh) glyph
sinKundaliya	sinKundaliya	skip		not a Sinhala (-sinh) glyph
period	period	skip		not a Sinhala (-sinh) glyph
comma	comma	skip		not a Sinhala (-sinh) glyph
colon	colon	skip		not a Sinhala (-sinh) glyph
semicolon	semicolon	skip		not a Sinhala (-sinh) glyph
ellipsis	ellipsis	skip		not a Sinhala (-sinh) glyph
exclam	exclam	skip		not a Sinhala (-sinh) glyph
exclamdown	exclamdown	skip		not a Sinhala (-sinh) glyph
question	question	skip		not a Sinhala (-sinh) glyph
questiondown	questiondown	skip		not a Sinhala (-sinh) glyph
periodcentered	periodcentered	skip		not a Sinhala (-sinh) glyph
bullet	bullet	skip		not a Sinhala (-sinh) glyph
asterisk	asterisk	skip		not a Sinhala (-sinh) glyph
numbersign	numbersign	skip		not a Sinhala (-sinh) glyph
slash	slash	skip		not a Sinhala (-sinh) glyph
backslash	backslash	skip		not a Sinhala (-sinh) glyph
hyphen	hyphen	skip		not a Sinhala (-sinh) glyph
softhyphen	softhyphen	skip		not a Sinhala (-sinh) glyph
endash	endash	skip		not a Sinhala (-sinh) glyph
emdash	emdash	skip		not a Sinhala (-sinh) glyph
short_dash2	short_dash2	skip		not a Sinhala (-sinh) glyph
underscore	underscore	skip		not a Sinhala (-sinh) glyph
parenleft	parenleft	skip		not a Sinhala (-sinh) glyph
parenright	parenright	skip		not a Sinhala (-sinh) glyph
braceleft	braceleft	skip		not a Sinhala (-sinh) glyph
braceright	braceright	skip		not a Sinhala (-sinh) glyph
bracketleft	bracketleft	skip		not a Sinhala (-sinh) glyph
bracketright	bracketright	skip		not a Sinhala (-sinh) glyph
quotesinglbase	quotesinglbase	skip		not a Sinhala (-sinh) glyph
quotedblbase	quotedblbase	skip		not a Sinhala (-sinh) glyph
quotedblleft	quotedblleft	skip		not a Sinhala (-sinh) glyph
quotedblright	quotedblright	skip		not a Sinhala (-sinh) glyph
quoteleft	quoteleft	skip		not a Sinhala (-sinh) glyph
quoteright	quoteright	skip		not a Sinhala (-sinh) glyph
guillemotleft	guillemotleft	skip		not a Sinhala (-sinh) glyph
guillemotright	guillemotright	skip		not a Sinhala (-sinh) glyph
guilsinglleft	guilsinglleft	skip		not a Sinhala (-sinh) glyph
guilsinglright	guilsinglright	skip		not a Sinhala (-sinh) glyph
quotedbl	quotedbl	skip		not a Sinhala (-sinh) glyph
quotesingle	quotesingle	skip		not a Sinhala (-sinh) glyph
florin	florin	skip		not a Sinhala (-sinh) glyph
day-sign-taml	signday-taml	renamed	n/a	Tamil sign/symbol
month-sign-taml	signmonth-taml	renamed	n/a	Tamil sign/symbol
year-sign-taml	signyear-taml	renamed	n/a	Tamil sign/symbol
debit-sign-taml	signdebit-taml	renamed	n/a	Tamil sign/symbol
credit-sign-taml	signcredit-taml	renamed	n/a	Tamil sign/symbol
asabove-sign-taml	signasabove-taml	renamed	n/a	Tamil sign/symbol
number-sign-taml	signnumber-taml	renamed	n/a	Tamil sign/symbol
rupee-sign-taml	indianrupee-taml	renamed	n/a	Tamil sign/symbol
at	at	skip		not a Sinhala (-sinh) glyph
ampersand	ampersand	skip		not a Sinhala (-sinh) glyph
paragraph	paragraph	skip		not a Sinhala (-sinh) glyph
section	section	skip		not a Sinhala (-sinh) glyph
copyright	copyright	skip		not a Sinhala (-sinh) glyph
registered	registered	skip		not a Sinhala (-sinh) glyph
trademark	trademark	skip		not a Sinhala (-sinh) glyph
degree	degree	skip		not a Sinhala (-sinh) glyph
bar	bar	skip		not a Sinhala (-sinh) glyph
brokenbar	brokenbar	skip		not a Sinhala (-sinh) glyph
dagger	dagger	skip		not a Sinhala (-sinh) glyph
uni2113	uni2113	skip		not a Sinhala (-sinh) glyph
daggerdbl	daggerdbl	skip		not a Sinhala (-sinh) glyph
estimated	estimated	skip		not a Sinhala (-sinh) glyph
Euro	Euro	skip		not a Sinhala (-sinh) glyph
cent	cent	skip		not a Sinhala (-sinh) glyph
currency	currency	skip		not a Sinhala (-sinh) glyph
dollar	dollar	skip		not a Sinhala (-sinh) glyph
ruble	ruble	skip		not a Sinhala (-sinh) glyph
rupeeIndian	rupeeIndian	skip		not a Sinhala (-sinh) glyph
sterling	sterling	skip		not a Sinhala (-sinh) glyph
uni20BA	uni20BA	skip		not a Sinhala (-sinh) glyph
yen	yen	skip		not a Sinhala (-sinh) glyph
bulletoperator	bulletoperator	skip		not a Sinhala (-sinh) glyph
divisionslash	divisionslash	skip		not a Sinhala (-sinh) glyph
plus	plus	skip		not a Sinhala (-sinh) glyph
minus	minus	skip		not a Sinhala (-sinh) glyph
multiply	multiply	skip		not a Sinhala (-sinh) glyph
divide	divide	skip		not a Sinhala (-sinh) glyph
equal	equal	skip		not a Sinhala (-sinh) glyph
notequal	notequal	skip		not a Sinhala (-sinh) glyph
greater	greater	skip		not a Sinhala (-sinh) glyph
less	less	skip		not a Sinhala (-sinh) glyph
greaterequal	greaterequal	skip		not a Sinhala (-sinh) glyph
lessequal	lessequal	skip		not a Sinhala (-sinh) glyph
plusminus	plusminus	skip		not a Sinhala (-sinh) glyph
approxequal	approxequal	skip		not a Sinhala (-sinh) glyph
asciitilde	asciitilde	skip		not a Sinhala (-sinh) glyph
logicalnot	logicalnot	skip		not a Sinhala (-sinh) glyph
asciicircum	asciicircum	skip		not a Sinhala (-sinh) glyph
infinity	infinity	skip		not a Sinhala (-sinh) glyph
integral	integral	skip		not a Sinhala (-sinh) glyph
Ohm	Ohm	skip		not a Sinhala (-sinh) glyph
increment	increment	skip		not a Sinhala (-sinh) glyph
product	product	skip		not a Sinhala (-sinh) glyph
summation	summation	skip		not a Sinhala (-sinh) glyph
radical	radical	skip		not a Sinhala (-sinh) glyph
partialdiff	partialdiff	skip		not a Sinhala (-sinh) glyph
uni00B5	uni00B5	skip		not a Sinhala (-sinh) glyph
percent	percent	skip		not a Sinhala (-sinh) glyph
perthousand	perthousand	skip		not a Sinhala (-sinh) glyph
dottedCircle	dottedCircle	skip		not a Sinhala (-sinh) glyph
lozenge	lozenge	skip		not a Sinhala (-sinh) glyph
candrabindu-sinh.001	candrabindu-sinh.001	unchanged		standalone sign (+ alternate suffix .001)
ii-sign-taml	iisign-taml	renamed	n/a	Tamil sign/symbol
virama-sign-taml	virama-taml	renamed	n/a	Tamil sign/symbol
anusvara-taml	anusvaraya-taml	renamed	n/a	Tamil sign/symbol
aa-sign-taml	aasign-taml	renamed	n/a	Tamil sign/symbol
i-sign-taml	isign-taml	renamed	n/a	Tamil sign/symbol
u-sign-taml	usign-taml	renamed	n/a	Tamil sign/symbol
uu-sign-taml	uusign-taml	renamed	n/a	Tamil sign/symbol
e-sign-taml	esign-taml	renamed	n/a	Tamil sign/symbol
ee-sign-taml	eesign-taml	renamed	n/a	Tamil sign/symbol
ai-sign-taml	aisign-taml	renamed	n/a	Tamil sign/symbol
o-sign-taml	osign-taml	renamed	n/a	Tamil sign/symbol
oo-sign-taml	oosign-taml	renamed	n/a	Tamil sign/symbol
au-sign-taml	ausign-taml	renamed	n/a	Tamil sign/symbol
au-lengthmark-taml	aulengthmark-taml	renamed	n/a	Tamil sign/symbol
dieresis	dieresis	skip		not a Sinhala (-sinh) glyph
dotaccent	dotaccent	skip		not a Sinhala (-sinh) glyph
grave	grave	skip		not a Sinhala (-sinh) glyph
acute	acute	skip		not a Sinhala (-sinh) glyph
hungarumlaut	hungarumlaut	skip		not a Sinhala (-sinh) glyph
circumflex	circumflex	skip		not a Sinhala (-sinh) glyph
uni02C9	uni02C9	skip		not a Sinhala (-sinh) glyph
caron	caron	skip		not a Sinhala (-sinh) glyph
breve	breve	skip		not a Sinhala (-sinh) glyph
ring	ring	skip		not a Sinhala (-sinh) glyph
tilde	tilde	skip		not a Sinhala (-sinh) glyph
macron	macron	skip		not a Sinhala (-sinh) glyph
cedilla	cedilla	skip		not a Sinhala (-sinh) glyph
ogonek	ogonek	skip		not a Sinhala (-sinh) glyph
repha-sign-sinh.001	repha-sinh.001	renamed		standalone sign (+ alternate suffix .001)
repha-sign-sinh.002	repha-sinh.002	renamed		standalone sign (+ alternate suffix .002)
repha-sign-sinh.003	repha-sinh.003	renamed		standalone sign (+ alternate suffix .003)
repha-sign-sinh.004	repha-sinh.004	renamed		standalone sign (+ alternate suffix .004)
repha-sign-sinh.005	repha-sinh.005	renamed		standalone sign (+ alternate suffix .005)
repha-sign-sinh.006	repha-sinh.006	renamed		standalone sign (+ alternate suffix .006)
repha-sign-sinh.007	repha-sinh.007	renamed		standalone sign (+ alternate suffix .007)
repha-sign-sinh.008	repha-sinh.008	renamed		standalone sign (+ alternate suffix .008)
repha-sign-sinh.009	repha-sinh.009	renamed		standalone sign (+ alternate suffix .009)
repha-sign-sinh.010	repha-sinh.010	renamed		standalone sign (+ alternate suffix .010)
commaaccent	commaaccent	skip		not a Sinhala (-sinh) glyph
ca-i-taml	cI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ca-ii-taml	cIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ca-u-taml	cU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ca-uu-taml	cUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
czechcaron	czechcaron	skip		not a Sinhala (-sinh) glyph
ha-i-taml	hI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ha-ii-taml	hIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ha-u-taml	hU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ha-uu-taml	hUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ja-i-taml	jI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ja-ii-taml	jIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ja-u-taml	jU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ja-uu-taml	jUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ka-i-taml	kI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ka-ii-taml	kIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ka-u-taml	kU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ka-uu-taml	kUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
kssa-i-taml	kSsI-taml	renamed	n/a	Tamil kssa+vowel ligature
kssa-ii-taml	kSsIi-taml	renamed	n/a	Tamil kssa+vowel ligature
kssa-taml	kSsa-taml	renamed	n/a	Tamil conjunct kssa->kSsa
kssa-u-taml	kSsU-taml	renamed	n/a	Tamil kssa+vowel ligature
kssa-uu-taml	kSsUu-taml	renamed	n/a	Tamil kssa+vowel ligature
la-ai-taml	lAi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
la-i-taml	lI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
la-ii-taml	lIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
la-u-taml	lU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
la-uu-taml	lUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
lla-ai-taml	llAi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
lla-i-taml	llI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
lla-ii-taml	llIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
lla-u-taml	llU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
lla-uu-taml	llUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ma-i-taml	mI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ma-ii-taml	mIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ma-u-taml	mU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ma-uu-taml	mUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
mooniak	mooniak	skip		not a Sinhala (-sinh) glyph
na-i-taml	nI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
na-ii-taml	nIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
na-u-taml	nU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
na-uu-taml	nUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nga-i-taml	ngI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nga-ii-taml	ngIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nga-uu-taml	ngUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nna-aa-taml	nnAa-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nna-ai-taml	nnAi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nna-i-taml	nnI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nna-ii-taml	nnIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nna-u-taml	nnU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nna-uu-taml	nnUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nna2-aa-taml	nna2-aa-taml	ambiguous	n/a	Tamil nna2 (U+0BA9) form: flagged for manual naming
nna2-ai-taml	nna2-ai-taml	ambiguous	n/a	Tamil nna2 (U+0BA9) form: flagged for manual naming
nna2-i-taml	nna2-i-taml	ambiguous	n/a	Tamil nna2 (U+0BA9) form: flagged for manual naming
nna2-ii-taml	nna2-ii-taml	ambiguous	n/a	Tamil nna2 (U+0BA9) form: flagged for manual naming
nna2-u-taml	nna2-u-taml	ambiguous	n/a	Tamil nna2 (U+0BA9) form: flagged for manual naming
nna2-uu-taml	nna2-uu-taml	ambiguous	n/a	Tamil nna2 (U+0BA9) form: flagged for manual naming
nya-i-taml	nyI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nya-ii-taml	nyIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nya-u-taml	nyU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
nya-uu-taml	nyUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
pa-i-taml	pI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
pa-ii-taml	pIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
pa-u-taml	pU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
pa-uu-taml	pUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ra-i-taml	rI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ra-ii-taml	rIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ra-u-taml	rU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ra-uu-taml	rUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
rra-aa-taml	rrAa-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
rra-i-taml	rrI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
rra-ii-taml	rrIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
rra-u-taml	rrU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
rra-uu-taml	rrUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
sa-i-taml	sI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
sa-ii-taml	sIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
sa-u-taml	sU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
sha-i-taml	shI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
sha-ii-taml	shIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
shree-taml	shree-taml	unchanged	n/a	Tamil base/symbol glyph
ssa-i-taml	ssI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ssa-ii-taml	ssIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ssa-u-taml	ssU-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ssa-uu-taml	ssUu-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ta-i-taml	tI-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
ta-ii-taml	tIi-taml	renamed	n/a	Tamil consonant+vowel-sign ligature
